1763595628096,ghost,68057,Hallway,,0,0,IDLE,
1763595628098,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595628101,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628104,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628107,ghost,68057,Hallway,,0,0,IDLE,
1763595628109,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628111,ghost,68057,Hallway,,0,0,IDLE,
1763595628114,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595628116,ghost,68057,Hallway,,0,0,IDLE,
1763595628118,ghost,68057,Hallway,,0,0,IDLE,
1763595628121,ghost,68057,Hallway,,0,0,IDLE,
1763595628123,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628125,ghost,68057,Hallway,,0,0,IDLE,
1763595628128,ghost,68057,Hallway,,0,0,IDLE,
1763595628132,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595628134,ghost,68057,Hallway,,0,0,IDLE,
1763595628137,ghost,68057,Hallway,,0,0,IDLE,
1763595628140,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628142,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628144,ghost,68057,Hallway,,0,0,IDLE,
1763595628147,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595628149,ghost,68057,Hallway,,0,0,IDLE,
1763595628152,ghost,68057,Hallway,,0,0,IDLE,
1763595628155,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595628159,ghost,68057,Hallway,,0,0,IDLE,
1763595628165,ghost,68057,Hallway,,0,0,IDLE,
1763595628168,ghost,68057,Hallway,,0,0,IDLE,
1763595628171,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595628175,ghost,68057,Hallway,,1,0,IDLE,
1763595628179,ghost,68057,Hallway,,2,0,MOVE,Master Bedroom
1763595628181,ghost,68057,Master Bedroom,,3,0,IDLE,
1763595628185,ghost,68057,Master Bedroom,,4,0,EVIDENCE,radio
1763595628188,ghost,68057,Master Bedroom,,5,0,EVIDENCE,radio
1763595628190,ghost,68057,Master Bedroom,,6,0,IDLE,
1763595628192,ghost,68057,Master Bedroom,,7,0,MOVE,Hallway
1763595628195,ghost,68057,Hallway,,8,0,MOVE,Basement
1763595628197,ghost,68057,Basement,,9,0,MOVE,Hallway
1763595628200,ghost,68057,Hallway,,10,0,MOVE,Boy's Bedroom
1763595628203,ghost,68057,Boy's Bedroom,,11,0,IDLE,
1763595628207,ghost,68057,Boy's Bedroom,,12,0,MOVE,Hallway
1763595628211,ghost,68057,Hallway,,13,0,EVIDENCE,temp
1763595628214,ghost,68057,Hallway,,14,0,MOVE,Bathroom
1763595628216,ghost,68057,Bathroom,,15,0,EXIT,
1763595628938,ghost,68057,Garage,,0,0,INIT,thaye
1763595628960,ghost,68057,Garage,,1,0,IDLE,
1763595628963,ghost,68057,Garage,,2,0,IDLE,
1763595628966,ghost,68057,Garage,,3,0,MOVE,Kitchen
1763595628969,ghost,68057,Kitchen,,4,0,IDLE,
1763595628971,ghost,68057,Kitchen,,5,0,MOVE,Garage
1763595628973,ghost,68057,Garage,,6,0,IDLE,
1763595628976,ghost,68057,Garage,,7,0,MOVE,Kitchen
1763595628978,ghost,68057,Kitchen,,8,0,MOVE,Garage
1763595628981,ghost,68057,Garage,,9,0,MOVE,Kitchen
1763595628983,ghost,68057,Kitchen,,10,0,MOVE,Garage
1763595628991,ghost,68057,Garage,,0,0,IDLE,
1763595628994,ghost,68057,Garage,,1,0,MOVE,Utility Room
1763595628996,ghost,68057,Utility Room,,2,0,MOVE,Garage
1763595629000,ghost,68057,Garage,,3,0,IDLE,
1763595629003,ghost,68057,Garage,,4,0,IDLE,
1763595629005,ghost,68057,Garage,,5,0,EVIDENCE,writing
1763595629008,ghost,68057,Garage,,6,0,MOVE,Utility Room
1763595629010,ghost,68057,Utility Room,,7,0,IDLE,
1763595629013,ghost,68057,Utility Room,,8,0,EVIDENCE,orbs
1763595629016,ghost,68057,Utility Room,,9,0,MOVE,Garage
1763595629019,ghost,68057,Garage,,10,0,MOVE,Kitchen
1763595629021,ghost,68057,Kitchen,,11,0,IDLE,
1763595629024,ghost,68057,Kitchen,,12,0,MOVE,Hallway
1763595629026,ghost,68057,Hallway,,0,0,IDLE,
1763595629029,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629032,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629038,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629042,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629046,ghost,68057,Hallway,,0,0,IDLE,
1763595629050,ghost,68057,Hallway,,0,0,IDLE,
1763595629055,ghost,68057,Hallway,,0,0,IDLE,
1763595629065,ghost,68057,Hallway,,0,0,IDLE,
1763595629069,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629071,ghost,68057,Hallway,,0,0,IDLE,
1763595629075,ghost,68057,Hallway,,0,0,IDLE,
1763595629078,ghost,68057,Hallway,,1,0,IDLE,
1763595629080,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629084,ghost,68057,Hallway,,0,0,IDLE,
1763595629087,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629089,ghost,68057,Hallway,,0,0,IDLE,
1763595629094,ghost,68057,Hallway,,0,0,IDLE,
1763595629096,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629098,ghost,68057,Hallway,,0,0,IDLE,
1763595629101,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629105,ghost,68057,Hallway,,0,0,IDLE,
1763595629109,ghost,68057,Hallway,,0,0,IDLE,
1763595629115,ghost,68057,Hallway,,0,0,IDLE,
1763595629117,ghost,68057,Hallway,,0,0,IDLE,
1763595629121,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629126,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629128,ghost,68057,Hallway,,0,0,IDLE,
1763595629131,ghost,68057,Hallway,,1,0,EVIDENCE,orbs
1763595629133,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629135,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629137,ghost,68057,Hallway,,0,0,IDLE,
1763595629140,ghost,68057,Hallway,,0,0,IDLE,
1763595629142,ghost,68057,Hallway,,0,0,IDLE,
1763595629145,ghost,68057,Hallway,,0,0,IDLE,
1763595629147,ghost,68057,Hallway,,0,0,IDLE,
1763595629150,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629152,ghost,68057,Hallway,,0,0,IDLE,
1763595629155,ghost,68057,Hallway,,0,0,IDLE,
1763595629158,ghost,68057,Hallway,,0,0,IDLE,
1763595629165,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629168,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629171,ghost,68057,Hallway,,0,0,IDLE,
1763595629174,ghost,68057,Hallway,,0,0,IDLE,
1763595629177,ghost,68057,Hallway,,0,0,IDLE,
1763595629180,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629184,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629187,ghost,68057,Hallway,,0,0,IDLE,
1763595629191,ghost,68057,Hallway,,0,0,IDLE,
1763595629194,ghost,68057,Hallway,,0,0,IDLE,
1763595629197,ghost,68057,Hallway,,1,0,MOVE,Bathroom
1763595629200,ghost,68057,Bathroom,,2,0,MOVE,Hallway
1763595629202,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629205,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629207,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629212,ghost,68057,Hallway,,0,0,IDLE,
1763595629217,ghost,68057,Hallway,,0,0,IDLE,
1763595629219,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629222,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629225,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629230,ghost,68057,Hallway,,0,0,IDLE,
1763595629232,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629234,ghost,68057,Hallway,,1,0,MOVE,Van
1763595629237,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595629240,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595629242,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595629246,ghost,68057,Van,,0,0,IDLE,
1763595629250,ghost,68057,Van,,0,0,IDLE,
1763595629252,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595629256,ghost,68057,Van,,0,0,IDLE,
1763595629259,ghost,68057,Van,,0,0,IDLE,
1763595629262,ghost,68057,Van,,0,0,IDLE,
1763595629265,ghost,68057,Van,,0,0,IDLE,
1763595629268,ghost,68057,Van,,0,0,EVIDENCE,writing
1763595629272,ghost,68057,Van,,0,0,IDLE,
1763595629275,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595629278,ghost,68057,Van,,1,0,MOVE,Hallway
1763595629281,ghost,68057,Hallway,,0,0,IDLE,
1763595629283,ghost,68057,Hallway,,0,0,IDLE,
1763595629286,ghost,68057,Hallway,,0,0,IDLE,
1763595629288,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629291,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629294,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629297,ghost,68057,Hallway,,0,0,IDLE,
1763595629300,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629303,ghost,68057,Hallway,,0,0,IDLE,
1763595629305,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629308,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629310,ghost,68057,Hallway,,0,0,IDLE,
1763595629313,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629315,ghost,68057,Hallway,,0,0,IDLE,
1763595629318,ghost,68057,Hallway,,0,0,IDLE,
1763595629321,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629325,ghost,68057,Hallway,,0,0,IDLE,
1763595629327,ghost,68057,Hallway,,0,0,IDLE,
1763595629329,ghost,68057,Hallway,,0,0,IDLE,
1763595629333,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629335,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629338,ghost,68057,Hallway,,0,0,IDLE,
1763595629341,ghost,68057,Hallway,,0,0,IDLE,
1763595629347,ghost,68057,Hallway,,1,0,MOVE,Kitchen
1763595629350,ghost,68057,Kitchen,,0,0,EVIDENCE,orbs
1763595629353,ghost,68057,Kitchen,,0,0,IDLE,
1763595629358,ghost,68057,Kitchen,,0,0,EVIDENCE,orbs
1763595629361,ghost,68057,Kitchen,,1,0,MOVE,Living Room
1763595629364,ghost,68057,Living Room,,2,0,MOVE,Kitchen
1763595629367,ghost,68057,Kitchen,,3,0,EVIDENCE,orbs
1763595629370,ghost,68057,Kitchen,,4,0,IDLE,
1763595629375,ghost,68057,Kitchen,,5,0,MOVE,Living Room
1763595629378,ghost,68057,Living Room,,6,0,MOVE,Kitchen
1763595629381,ghost,68057,Kitchen,,7,0,MOVE,Living Room
1763595629383,ghost,68057,Living Room,,8,0,MOVE,Kitchen
1763595629386,ghost,68057,Kitchen,,9,0,MOVE,Living Room
1763595629388,ghost,68057,Living Room,,10,0,MOVE,Kitchen
1763595629391,ghost,68057,Kitchen,,11,0,IDLE,
1763595629394,ghost,68057,Kitchen,,12,0,MOVE,Hallway
1763595629396,ghost,68057,Hallway,,0,0,IDLE,
1763595629399,ghost,68057,Hallway,,0,0,IDLE,
1763595629402,ghost,68057,Hallway,,0,0,IDLE,
1763595629405,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629407,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629411,ghost,68057,Hallway,,0,0,IDLE,
1763595629414,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629417,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629421,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629423,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629426,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629429,ghost,68057,Hallway,,0,0,IDLE,
1763595629431,ghost,68057,Hallway,,0,0,IDLE,
1763595629433,ghost,68057,Hallway,,0,0,IDLE,
1763595629438,ghost,68057,Hallway,,0,0,IDLE,
1763595629441,ghost,68057,Hallway,,0,0,IDLE,
1763595629445,ghost,68057,Hallway,,0,0,IDLE,
1763595629447,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595629450,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629452,ghost,68057,Hallway,,0,0,IDLE,
1763595629455,ghost,68057,Hallway,,0,0,IDLE,
1763595629458,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595629460,ghost,68057,Hallway,,0,0,IDLE,
1763595629463,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595629465,ghost,68057,Hallway,,1,0,MOVE,Basement
1763595629468,ghost,68057,Basement,,2,0,EVIDENCE,writing
1763595629470,ghost,68057,Basement,,3,0,MOVE,Basement Hallway
1763595629473,ghost,68057,Basement Hallway,,4,0,IDLE,
1763595629476,ghost,68057,Basement Hallway,,5,0,IDLE,
1763595629478,ghost,68057,Basement Hallway,,6,0,IDLE,
1763595629480,ghost,68057,Basement Hallway,,7,0,EVIDENCE,infrared
1763595629483,ghost,68057,Basement Hallway,,8,0,MOVE,Right Storage Room
1763595629485,ghost,68057,Right Storage Room,,9,0,IDLE,
1763595629488,ghost,68057,Right Storage Room,,10,0,MOVE,Basement Hallway
1763595629490,ghost,68057,Basement Hallway,,11,0,MOVE,Basement
1763595629493,ghost,68057,Basement,,12,0,MOVE,Basement Hallway
1763595629496,ghost,68057,Basement Hallway,,13,0,MOVE,Basement
1763595629499,ghost,68057,Basement,,14,0,EVIDENCE,writing
1763595629502,ghost,68057,Basement,,15,0,EXIT,
1763595630132,ghost,68057,Utility Room,,0,0,INIT,hantu
1763595630179,ghost,68057,Utility Room,,1,0,IDLE,
1763595630182,ghost,68057,Utility Room,,2,0,MOVE,Garage
1763595630184,ghost,68057,Garage,,3,0,IDLE,
1763595630188,ghost,68057,Garage,,4,0,IDLE,
1763595630192,ghost,68057,Garage,,5,0,MOVE,Utility Room
1763595630200,ghost,68057,Utility Room,,6,0,IDLE,
1763595630203,ghost,68057,Utility Room,,7,0,MOVE,Garage
1763595630206,ghost,68057,Garage,,8,0,MOVE,Utility Room
1763595630209,ghost,68057,Utility Room,,9,0,IDLE,
1763595630213,ghost,68057,Utility Room,,10,0,MOVE,Garage
1763595630216,ghost,68057,Garage,,11,0,MOVE,Kitchen
1763595630219,ghost,68057,Kitchen,,0,0,IDLE,
1763595630227,ghost,68057,Kitchen,,0,0,EVIDENCE,orbs
1763595630230,ghost,68057,Kitchen,,0,0,EVIDENCE,orbs
1763595630233,ghost,68057,Kitchen,,0,0,IDLE,
1763595630236,ghost,68057,Kitchen,,0,0,IDLE,
1763595630238,ghost,68057,Kitchen,,0,0,IDLE,
1763595630241,ghost,68057,Kitchen,,0,0,IDLE,
1763595630243,ghost,68057,Kitchen,,0,0,IDLE,
1763595630245,ghost,68057,Kitchen,,0,0,IDLE,
1763595630248,ghost,68057,Kitchen,,0,0,EVIDENCE,temp
1763595630250,ghost,68057,Kitchen,,0,0,IDLE,
1763595630253,ghost,68057,Kitchen,,0,0,EVIDENCE,orbs
1763595630256,ghost,68057,Kitchen,,0,0,IDLE,
1763595630258,ghost,68057,Kitchen,,0,0,EVIDENCE,prints
1763595630261,ghost,68057,Kitchen,,1,0,MOVE,Living Room
1763595630264,ghost,68057,Living Room,,2,0,EVIDENCE,temp
1763595630270,ghost,68057,Living Room,,3,0,MOVE,Kitchen
1763595630274,ghost,68057,Kitchen,,4,0,MOVE,Hallway
1763595630278,ghost,68057,Hallway,,0,0,IDLE,
1763595630280,ghost,68057,Hallway,,0,0,IDLE,
1763595630282,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630285,ghost,68057,Hallway,,0,0,IDLE,
1763595630289,ghost,68057,Hallway,,0,0,IDLE,
1763595630291,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630294,ghost,68057,Hallway,,0,0,IDLE,
1763595630297,ghost,68057,Hallway,,0,0,IDLE,
1763595630300,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630302,ghost,68057,Hallway,,0,0,IDLE,
1763595630312,ghost,68057,Hallway,,0,0,IDLE,
1763595630315,ghost,68057,Hallway,,0,0,IDLE,
1763595630318,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630320,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630323,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630325,ghost,68057,Hallway,,0,0,IDLE,
1763595630328,ghost,68057,Hallway,,0,0,IDLE,
1763595630331,ghost,68057,Hallway,,0,0,IDLE,
1763595630333,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630336,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630339,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630342,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630345,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630374,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630378,ghost,68057,Hallway,,0,0,IDLE,
1763595630380,ghost,68057,Hallway,,0,0,IDLE,
1763595630384,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630387,ghost,68057,Hallway,,0,0,IDLE,
1763595630389,ghost,68057,Hallway,,0,0,IDLE,
1763595630391,ghost,68057,Hallway,,0,0,IDLE,
1763595630395,ghost,68057,Hallway,,0,0,IDLE,
1763595630397,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630400,ghost,68057,Hallway,,0,0,IDLE,
1763595630403,ghost,68057,Hallway,,0,0,IDLE,
1763595630407,ghost,68057,Hallway,,0,0,IDLE,
1763595630410,ghost,68057,Hallway,,0,0,IDLE,
1763595630414,ghost,68057,Hallway,,0,0,IDLE,
1763595630416,ghost,68057,Hallway,,0,0,IDLE,
1763595630419,ghost,68057,Hallway,,0,0,IDLE,
1763595630421,ghost,68057,Hallway,,0,0,IDLE,
1763595630427,ghost,68057,Hallway,,0,0,IDLE,
1763595630430,ghost,68057,Hallway,,0,0,IDLE,
1763595630433,ghost,68057,Hallway,,0,0,IDLE,
1763595630435,ghost,68057,Hallway,,0,0,IDLE,
1763595630438,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630440,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630442,ghost,68057,Hallway,,0,0,IDLE,
1763595630445,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630448,ghost,68057,Hallway,,0,0,IDLE,
1763595630450,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630453,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630455,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630458,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630461,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630466,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630468,ghost,68057,Hallway,,0,0,IDLE,
1763595630475,ghost,68057,Hallway,,0,0,IDLE,
1763595630477,ghost,68057,Hallway,,0,0,IDLE,
1763595630480,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630487,ghost,68057,Hallway,,0,0,IDLE,
1763595630489,ghost,68057,Hallway,,0,0,IDLE,
1763595630495,ghost,68057,Hallway,,0,0,IDLE,
1763595630499,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630501,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630503,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630506,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630509,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630512,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630515,ghost,68057,Hallway,,0,0,IDLE,
1763595630519,ghost,68057,Hallway,,0,0,IDLE,
1763595630521,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630526,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630528,ghost,68057,Hallway,,0,0,IDLE,
1763595630531,ghost,68057,Hallway,,0,0,IDLE,
1763595630534,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630536,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630539,ghost,68057,Hallway,,0,0,IDLE,
1763595630542,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630546,ghost,68057,Hallway,,0,0,IDLE,
1763595630548,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630551,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630554,ghost,68057,Hallway,,0,0,IDLE,
1763595630557,ghost,68057,Hallway,,0,0,IDLE,
1763595630560,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630563,ghost,68057,Hallway,,0,0,IDLE,
1763595630566,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630573,ghost,68057,Hallway,,0,0,IDLE,
1763595630575,ghost,68057,Hallway,,0,0,IDLE,
1763595630578,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630583,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630586,ghost,68057,Hallway,,0,0,IDLE,
1763595630589,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630593,ghost,68057,Hallway,,0,0,IDLE,
1763595630595,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630599,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630602,ghost,68057,Hallway,,0,0,IDLE,
1763595630604,ghost,68057,Hallway,,0,0,IDLE,
1763595630607,ghost,68057,Hallway,,0,0,IDLE,
1763595630610,ghost,68057,Hallway,,0,0,IDLE,
1763595630613,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630616,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630619,ghost,68057,Hallway,,0,0,IDLE,
1763595630621,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630623,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630626,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630629,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630632,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630635,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630637,ghost,68057,Hallway,,0,0,IDLE,
1763595630640,ghost,68057,Hallway,,0,0,IDLE,
1763595630643,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630645,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630647,ghost,68057,Hallway,,0,0,IDLE,
1763595630651,ghost,68057,Hallway,,0,0,IDLE,
1763595630655,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630658,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630660,ghost,68057,Hallway,,0,0,IDLE,
1763595630663,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595630665,ghost,68057,Hallway,,0,0,IDLE,
1763595630668,ghost,68057,Hallway,,0,0,IDLE,
1763595630677,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630680,ghost,68057,Hallway,,0,0,IDLE,
1763595630684,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595630689,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1763595630692,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1763595630695,ghost,68057,Hallway,,0,0,IDLE,
1763595630697,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595630699,ghost,68057,Hallway,,0,0,IDLE,
1763595630702,ghost,68057,Hallway,,1,0,IDLE,
1763595630705,ghost,68057,Hallway,,2,0,EVIDENCE,prints
1763595630708,ghost,68057,Hallway,,3,0,MOVE,Master Bedroom
1763595630710,ghost,68057,Master Bedroom,,4,0,EVIDENCE,prints
1763595630713,ghost,68057,Master Bedroom,,5,0,IDLE,
1763595630716,ghost,68057,Master Bedroom,,6,0,IDLE,
1763595630719,ghost,68057,Master Bedroom,,7,0,IDLE,
1763595630721,ghost,68057,Master Bedroom,,8,0,MOVE,Hallway
1763595630725,ghost,68057,Hallway,,9,0,IDLE,
1763595630730,ghost,68057,Hallway,,10,0,MOVE,Basement
1763595630732,ghost,68057,Basement,,11,0,MOVE,Basement Hallway
1763595630735,ghost,68057,Basement Hallway,,12,0,MOVE,Right Storage Room
1763595630737,ghost,68057,Right Storage Room,,13,0,MOVE,Basement Hallway
1763595630740,ghost,68057,Basement Hallway,,14,0,IDLE,
1763595630742,ghost,68057,Basement Hallway,,15,0,EXIT,
1763595631377,ghost,68057,Utility Room,,0,0,INIT,revenant
1763595631396,ghost,68057,Utility Room,,1,0,IDLE,
1763595631399,ghost,68057,Utility Room,,2,0,IDLE,
1763595631401,ghost,68057,Utility Room,,3,0,MOVE,Garage
1763595631405,ghost,68057,Garage,,4,0,IDLE,
1763595631407,ghost,68057,Garage,,5,0,EVIDENCE,writing
1763595631410,ghost,68057,Garage,,6,0,MOVE,Kitchen
1763595631412,ghost,68057,Kitchen,,7,0,IDLE,
1763595631415,ghost,68057,Kitchen,,8,0,IDLE,
1763595631417,ghost,68057,Kitchen,,9,0,MOVE,Hallway
1763595631421,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631424,ghost,68057,Hallway,,0,0,IDLE,
1763595631427,ghost,68057,Hallway,,0,0,IDLE,
1763595631432,ghost,68057,Hallway,,0,0,IDLE,
1763595631437,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631440,ghost,68057,Hallway,,0,0,IDLE,
1763595631442,ghost,68057,Hallway,,0,0,IDLE,
1763595631445,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631448,ghost,68057,Hallway,,0,0,IDLE,
1763595631452,ghost,68057,Hallway,,0,0,IDLE,
1763595631456,ghost,68057,Hallway,,0,0,IDLE,
1763595631459,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631461,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631464,ghost,68057,Hallway,,0,0,IDLE,
1763595631467,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631471,ghost,68057,Hallway,,0,0,IDLE,
1763595631474,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631477,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631480,ghost,68057,Hallway,,0,0,IDLE,
1763595631483,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631486,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631491,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631495,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1763595631498,ghost,68057,Master Bedroom,,2,0,MOVE,Hallway
1763595631501,ghost,68057,Hallway,,3,0,IDLE,
1763595631504,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631506,ghost,68057,Hallway,,1,0,EVIDENCE,orbs
1763595631512,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631514,ghost,68057,Hallway,,0,0,IDLE,
1763595631517,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631520,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631522,ghost,68057,Hallway,,0,0,IDLE,
1763595631525,ghost,68057,Hallway,,0,0,EVIDENCE,temp
