1763595672780,ghost,68057,Hallway,,0,0,IDLE,
1763595672782,ghost,68057,Hallway,,0,0,IDLE,
1763595672785,ghost,68057,Hallway,,0,0,IDLE,
1763595672787,ghost,68057,Hallway,,0,0,IDLE,
1763595672790,ghost,68057,Hallway,,0,0,IDLE,
1763595672793,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672796,ghost,68057,Hallway,,0,0,IDLE,
1763595672800,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672802,ghost,68057,Hallway,,1,0,MOVE,Bathroom
1763595672806,ghost,68057,Bathroom,,2,0,IDLE,
1763595672808,ghost,68057,Bathroom,,3,0,IDLE,
1763595672812,ghost,68057,Bathroom,,4,0,MOVE,Hallway
1763595672815,ghost,68057,Hallway,,0,0,IDLE,
1763595672818,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672822,ghost,68057,Hallway,,0,0,IDLE,
1763595672824,ghost,68057,Hallway,,0,0,IDLE,
1763595672831,ghost,68057,Hallway,,1,0,IDLE,
1763595672834,ghost,68057,Hallway,,2,0,IDLE,
1763595672837,ghost,68057,Hallway,,3,0,MOVE,Boy's Bedroom
1763595672839,ghost,68057,Boy's Bedroom,,0,0,IDLE,
1763595672842,ghost,68057,Boy's Bedroom,,0,0,EVIDENCE,radio
1763595672845,ghost,68057,Boy's Bedroom,,1,0,EVIDENCE,infrared
1763595672847,ghost,68057,Boy's Bedroom,,2,0,IDLE,
1763595672849,ghost,68057,Boy's Bedroom,,3,0,MOVE,Hallway
1763595672852,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595672855,ghost,68057,Hallway,,0,0,IDLE,
1763595672858,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672861,ghost,68057,Hallway,,0,0,IDLE,
1763595672863,ghost,68057,Hallway,,0,0,IDLE,
1763595672866,ghost,68057,Hallway,,0,0,IDLE,
1763595672868,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672871,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672874,ghost,68057,Hallway,,0,0,IDLE,
1763595672878,ghost,68057,Hallway,,0,0,IDLE,
1763595672880,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1763595672884,ghost,68057,Master Bedroom,,2,0,EVIDENCE,writing
1763595672886,ghost,68057,Master Bedroom,,3,0,IDLE,
1763595672889,ghost,68057,Master Bedroom,,4,0,MOVE,Hallway
1763595672892,ghost,68057,Hallway,,5,0,MOVE,Basement
1763595672895,ghost,68057,Basement,,6,0,IDLE,
1763595672897,ghost,68057,Basement,,0,0,IDLE,
1763595672900,ghost,68057,Basement,,1,0,MOVE,Hallway
1763595672903,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672905,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672908,ghost,68057,Hallway,,0,0,IDLE,
1763595672911,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672913,ghost,68057,Hallway,,0,0,IDLE,
1763595672917,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595672921,ghost,68057,Hallway,,0,0,IDLE,
1763595672925,ghost,68057,Hallway,,1,0,IDLE,
1763595672927,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672930,ghost,68057,Hallway,,0,0,IDLE,
1763595672932,ghost,68057,Hallway,,0,0,IDLE,
1763595672936,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672938,ghost,68057,Hallway,,0,0,IDLE,
1763595672941,ghost,68057,Hallway,,0,0,IDLE,
1763595672944,ghost,68057,Hallway,,0,0,IDLE,
1763595672948,ghost,68057,Hallway,,0,0,IDLE,
1763595672950,ghost,68057,Hallway,,0,0,IDLE,
1763595672955,ghost,68057,Hallway,,0,0,IDLE,
1763595672958,ghost,68057,Hallway,,1,0,MOVE,Basement
1763595672961,ghost,68057,Basement,,2,0,MOVE,Basement Hallway
1763595672964,ghost,68057,Basement Hallway,,3,0,MOVE,Basement
1763595672967,ghost,68057,Basement,,0,0,IDLE,
1763595672970,ghost,68057,Basement,,0,0,IDLE,
1763595672972,ghost,68057,Basement,,1,0,EVIDENCE,radio
1763595672975,ghost,68057,Basement,,2,0,MOVE,Hallway
1763595672978,ghost,68057,Hallway,,3,0,IDLE,
1763595672982,ghost,68057,Hallway,,4,0,IDLE,
1763595672985,ghost,68057,Hallway,,5,0,MOVE,Van
1763595672988,ghost,68057,Van,,6,0,MOVE,Hallway
1763595672991,ghost,68057,Hallway,,7,0,IDLE,
1763595672993,ghost,68057,Hallway,,8,0,MOVE,Boy's Bedroom
1763595672996,ghost,68057,Boy's Bedroom,,9,0,IDLE,
1763595672998,ghost,68057,Boy's Bedroom,,10,0,MOVE,Hallway
1763595673001,ghost,68057,Hallway,,11,0,IDLE,
1763595673004,ghost,68057,Hallway,,12,0,MOVE,Basement
1763595673006,ghost,68057,Basement,,13,0,MOVE,Hallway
1763595673008,ghost,68057,Hallway,,14,0,IDLE,
1763595673012,ghost,68057,Hallway,,15,0,EXIT,
1763595673808,ghost,68057,Master Bedroom,,0,0,INIT,yokai
1763595673825,ghost,68057,Master Bedroom,,1,0,MOVE,Hallway
1763595673829,ghost,68057,Hallway,,0,0,IDLE,
1763595673832,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673834,ghost,68057,Hallway,,0,0,IDLE,
1763595673837,ghost,68057,Hallway,,0,0,IDLE,
1763595673840,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673842,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595673845,ghost,68057,Hallway,,0,0,IDLE,
1763595673848,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673850,ghost,68057,Hallway,,0,0,IDLE,
1763595673853,ghost,68057,Hallway,,0,0,IDLE,
1763595673858,ghost,68057,Hallway,,0,0,IDLE,
1763595673860,ghost,68057,Hallway,,0,0,IDLE,
1763595673864,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595673866,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595673870,ghost,68057,Hallway,,0,0,IDLE,
1763595673872,ghost,68057,Hallway,,0,0,IDLE,
1763595673877,ghost,68057,Hallway,,0,0,IDLE,
1763595673879,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595673882,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673885,ghost,68057,Hallway,,0,0,IDLE,
1763595673888,ghost,68057,Hallway,,0,0,IDLE,
1763595673890,ghost,68057,Hallway,,0,0,IDLE,
1763595673893,ghost,68057,Hallway,,0,0,IDLE,
1763595673896,ghost,68057,Hallway,,0,0,IDLE,
1763595673899,ghost,68057,Hallway,,0,0,IDLE,
1763595673902,ghost,68057,Hallway,,0,0,IDLE,
1763595673905,ghost,68057,Hallway,,0,0,IDLE,
1763595673907,ghost,68057,Hallway,,0,0,IDLE,
1763595673909,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595673912,ghost,68057,Hallway,,0,0,IDLE,
1763595673915,ghost,68057,Hallway,,0,0,IDLE,
1763595673917,ghost,68057,Hallway,,0,0,IDLE,
1763595673922,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673925,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595673928,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595673930,ghost,68057,Hallway,,0,0,IDLE,
1763595673933,ghost,68057,Hallway,,0,0,IDLE,
1763595673936,ghost,68057,Hallway,,0,0,IDLE,
1763595673939,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673942,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595673947,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595673949,ghost,68057,Hallway,,1,0,IDLE,
1763595673953,ghost,68057,Hallway,,0,0,IDLE,
1763595673955,ghost,68057,Hallway,,0,0,IDLE,
1763595673963,ghost,68057,Hallway,,0,0,IDLE,
1763595673966,ghost,68057,Hallway,,1,0,MOVE,Van
1763595673973,ghost,68057,Van,,2,0,MOVE,Hallway
1763595673976,ghost,68057,Hallway,,3,0,EVIDENCE,radio
1763595673979,ghost,68057,Hallway,,4,0,EVIDENCE,orbs
1763595673982,ghost,68057,Hallway,,5,0,MOVE,Master Bedroom
1763595673984,ghost,68057,Master Bedroom,,6,0,IDLE,
1763595673988,ghost,68057,Master Bedroom,,7,0,MOVE,Hallway
1763595673997,ghost,68057,Hallway,,8,0,MOVE,Van
1763595673999,ghost,68057,Van,,9,0,IDLE,
1763595674003,ghost,68057,Van,,10,0,MOVE,Hallway
1763595674007,ghost,68057,Hallway,,11,0,IDLE,
1763595674009,ghost,68057,Hallway,,0,0,IDLE,
1763595674012,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1763595674016,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1763595674019,ghost,68057,Hallway,,3,0,MOVE,Bathroom
1763595674022,ghost,68057,Bathroom,,4,0,MOVE,Hallway
1763595674024,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595674027,ghost,68057,Hallway,,0,0,IDLE,
1763595674030,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595674033,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674036,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595674039,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595674042,ghost,68057,Hallway,,1,0,MOVE,Van
1763595674045,ghost,68057,Van,,0,0,EVIDENCE,radio
1763595674051,ghost,68057,Van,,1,0,IDLE,
1763595674053,ghost,68057,Van,,2,0,IDLE,
1763595674056,ghost,68057,Van,,3,0,MOVE,Hallway
1763595674059,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674061,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674064,ghost,68057,Hallway,,0,0,IDLE,
1763595674067,ghost,68057,Hallway,,0,0,IDLE,
1763595674070,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595674073,ghost,68057,Hallway,,0,0,IDLE,
1763595674076,ghost,68057,Hallway,,0,0,IDLE,
1763595674079,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595674082,ghost,68057,Hallway,,0,0,IDLE,
1763595674085,ghost,68057,Hallway,,0,0,IDLE,
1763595674088,ghost,68057,Hallway,,1,0,MOVE,Kitchen
1763595674091,ghost,68057,Kitchen,,2,0,IDLE,
1763595674093,ghost,68057,Kitchen,,3,0,MOVE,Garage
1763595674096,ghost,68057,Garage,,4,0,IDLE,
1763595674099,ghost,68057,Garage,,5,0,EVIDENCE,infrared
1763595674101,ghost,68057,Garage,,6,0,MOVE,Kitchen
1763595674103,ghost,68057,Kitchen,,7,0,IDLE,
1763595674106,ghost,68057,Kitchen,,8,0,MOVE,Hallway
1763595674108,ghost,68057,Hallway,,0,0,IDLE,
1763595674111,ghost,68057,Hallway,,0,0,IDLE,
1763595674113,ghost,68057,Hallway,,1,0,MOVE,Basement
1763595674116,ghost,68057,Basement,,2,0,EVIDENCE,infrared
1763595674119,ghost,68057,Basement,,3,0,IDLE,
1763595674123,ghost,68057,Basement,,4,0,MOVE,Hallway
1763595674128,ghost,68057,Hallway,,0,0,IDLE,
1763595674130,ghost,68057,Hallway,,0,0,IDLE,
1763595674133,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674136,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674139,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674142,ghost,68057,Hallway,,0,0,IDLE,
1763595674145,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674149,ghost,68057,Hallway,,1,0,MOVE,Van
1763595674151,ghost,68057,Van,,0,0,IDLE,
1763595674153,ghost,68057,Van,,0,0,IDLE,
1763595674155,ghost,68057,Van,,1,0,IDLE,
1763595674158,ghost,68057,Van,,2,0,EVIDENCE,orbs
1763595674161,ghost,68057,Van,,3,0,MOVE,Hallway
1763595674165,ghost,68057,Hallway,,0,0,IDLE,
1763595674167,ghost,68057,Hallway,,0,0,IDLE,
1763595674170,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674172,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595674175,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595674179,ghost,68057,Hallway,,0,0,IDLE,
1763595674181,ghost,68057,Hallway,,0,0,IDLE,
1763595674184,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674187,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674190,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595674192,ghost,68057,Hallway,,1,0,MOVE,Kitchen
1763595674195,ghost,68057,Kitchen,,2,0,MOVE,Hallway
1763595674197,ghost,68057,Hallway,,3,0,MOVE,Boy's Bedroom
1763595674200,ghost,68057,Boy's Bedroom,,4,0,MOVE,Hallway
1763595674202,ghost,68057,Hallway,,5,0,EVIDENCE,orbs
1763595674204,ghost,68057,Hallway,,6,0,IDLE,
1763595674208,ghost,68057,Hallway,,7,0,MOVE,Kitchen
1763595674210,ghost,68057,Kitchen,,8,0,MOVE,Hallway
1763595674213,ghost,68057,Hallway,,9,0,IDLE,
1763595674216,ghost,68057,Hallway,,10,0,EVIDENCE,orbs
1763595674219,ghost,68057,Hallway,,11,0,EVIDENCE,radio
1763595674222,ghost,68057,Hallway,,12,0,IDLE,
1763595674225,ghost,68057,Hallway,,13,0,EVIDENCE,infrared
1763595674227,ghost,68057,Hallway,,14,0,MOVE,Bathroom
1763595674231,ghost,68057,Bathroom,,15,0,EXIT,
